,AVAILABILITY,CATEGORY,COVER,N° OF REVIEWS,PRICE,PRICE (excl tax),PRICE (incl tax),PRODUCT_TYPE,STOCK,TAX,TITLE,UPC,reviews
460,In stock (8 available),sequential-art_5,http://books.toscrape.com/catalogue/roller-girl_540/../../media/cache/cf/cf/cfcfb88039ddab7d4ae399246529e401.jpg,0,14.10,14.10,14.10,Books,8,0.00,Roller Girl,aeb51dfbe8aeec59,Five
461,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/rising-strong_539/../../media/cache/de/5c/de5c4ea75d455748861ce2bc844fb198.jpg,0,21.82,21.82,21.82,Books,8,0.00,Rising Strong,52fc458ffc756faf,Three
462,In stock (8 available),philosophy_7,http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/../../media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg,0,54.21,54.21,54.21,Books,8,0.00,Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c,One
463,In stock (8 available),music_14,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/../../media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg,0,31.19,31.19,31.19,Books,8,0.00,Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0,Four
464,In stock (8 available),poetry_23,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/../../media/cache/4c/5a/4c5a559bc2edb79e5d48af4dbc813eb2.jpg,0,53.64,53.64,53.64,Books,8,0.00,Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724,Five
465,In stock (8 available),young-adult_21,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/../../media/cache/1a/2c/1a2c80cc391bc1422013e31682c5f649.jpg,0,36.39,36.39,36.39,Books,8,0.00,My Life Next Door (My Life Next Door ),9a7291b89bd5445c,Five
466,In stock (8 available),fiction_10,http://books.toscrape.com/catalogue/millers-valley_534/../../media/cache/a8/b9/a8b940d9bf27d6aedad73f0230c14f56.jpg,0,58.54,58.54,58.54,Books,8,0.00,Miller's Valley,bff270fe9c86a5a9,Two
467,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/mans-search-for-meaning_533/../../media/cache/97/da/97dac3668fcca2cf5af4e1bb971af546.jpg,0,29.48,29.48,29.48,Books,8,0.00,Man's Search for Meaning,4729afff3bea0f0a,Three
468,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/../../media/cache/00/6e/006e242a10f2e27b71edfd1ca8020318.jpg,0,25.06,25.06,25.06,Books,8,0.00,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e,Two
469,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/../../media/cache/06/bf/06bf33339562e138906eef6793ef53cd.jpg,0,12.55,12.55,12.55,Books,8,0.00,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87,Three
470,In stock (8 available),poetry_23,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/../../media/cache/3d/32/3d324c0b55c221e9b701d4e772b42ad6.jpg,0,29.04,29.04,29.04,Books,8,0.00,Les Fleurs du Mal,c44c5e1425475206,Five
471,In stock (8 available),default_15,http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/../../media/cache/11/74/11749e999f6ba7b9ef9408c624d1d71a.jpg,0,40.72,40.72,40.72,Books,8,0.00,Left Behind (Left Behind #1),29af1a2566c4e36e,Two
472,In stock (8 available),music_14,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/../../media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg,0,45.05,45.05,45.05,Books,8,0.00,Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,Five
473,In stock (8 available),philosophy_7,http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/../../media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg,0,47.13,47.13,47.13,Books,8,0.00,Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37,One
474,In stock (8 available),default_15,http://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/../../media/cache/e8/d4/e8d47e80b92650728b837930cc578d63.jpg,0,20.22,20.22,20.22,Books,8,0.00,John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,Four
475,In stock (8 available),default_15,http://books.toscrape.com/catalogue/ill-give-you-the-sun_525/../../media/cache/57/a8/57a87a9b1ed0de0e6d1c048f575f327f.jpg,0,56.48,56.48,56.48,Books,8,0.00,I'll Give You the Sun,0ab4b35dcffcffd1,One
476,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/i-will-find-you_524/../../media/cache/58/08/58080dbe2c118867331f4ef932ca96c0.jpg,0,44.21,44.21,44.21,Books,8,0.00,I Will Find You,bbf1ea50be8008ab,One
477,In stock (8 available),fiction_10,http://books.toscrape.com/catalogue/hystopia-a-novel_523/../../media/cache/23/2f/232fdac6b00cd3c7cd2b2336ff3b730e.jpg,0,21.96,21.96,21.96,Books,8,0.00,Hystopia: A Novel,0bfdef63285d3019,Four
478,In stock (8 available),poetry_23,http://books.toscrape.com/catalogue/howl-and-other-poems_522/../../media/cache/09/8e/098e81fcea9f6b4c15f6d207301c0085.jpg,0,40.45,40.45,40.45,Books,8,0.00,Howl and Other Poems,b7870fa6dc088fbb,Two
479,In stock (8 available),art_25,http://books.toscrape.com/catalogue/history-of-beauty_521/../../media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg,0,10.29,10.29,10.29,Books,8,0.00,History of Beauty,8a150fd8ff5d7686,Four
480,In stock (8 available),default_15,http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/../../media/cache/30/1d/301d6348c94fd869846aeadbeb15dad6.jpg,0,52.86,52.86,52.86,Books,8,0.00,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,Two
481,In stock (8 available),young-adult_21,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/../../media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg,0,55.65,55.65,55.65,Books,8,0.00,Future Shock (Future Shock #1),df6a7c43faa6732b,Five
482,In stock (8 available),default_15,http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/../../media/cache/4e/04/4e0497a5aa3d442acef6a3e5d0d3447c.jpg,0,43.64,43.64,43.64,Books,8,0.00,Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,One
483,In stock (8 available),science_22,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/../../media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg,0,28.41,28.41,28.41,Books,8,0.00,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,One
484,In stock (8 available),default_15,http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/../../media/cache/bb/4e/bb4ec136d9d9e9796e1591ed9adb0e66.jpg,0,37.51,37.51,37.51,Books,8,0.00,Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566,Four
485,In stock (8 available),history_32,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/../../media/cache/ba/59/ba5913de7abe0d9dbe9c8128092a52af.jpg,0,11.45,11.45,11.45,Books,8,0.00,Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36,Three
486,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/../../media/cache/4c/54/4c5479ee2b9edd4b2f22b888d139b08f.jpg,0,19.22,19.22,19.22,Books,8,0.00,Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57,Two
487,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/between-the-world-and-me_513/../../media/cache/35/5f/355fa36362b722a241788d687fbc91af.jpg,0,56.91,56.91,56.91,Books,8,0.00,Between the World and Me,04e3de7ac35ec5cd,Four
488,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/../../media/cache/73/ee/73ee61bd8724a36a83b691bb7b1a70b8.jpg,0,55.06,55.06,55.06,Books,8,0.00,Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b,Four
489,In stock (8 available),nonfiction_13,http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/../../media/cache/98/e3/98e30c1a7b9f2acd9e44d77e0a7dbff1.jpg,0,13.20,13.20,13.20,Books,8,0.00,"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a,Three
490,In stock (8 available),food-and-drink_33,http://books.toscrape.com/catalogue/32-yolks_510/../../media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg,0,53.63,53.63,53.63,Books,8,0.00,32 Yolks,b1a227b7609ff263,Two
491,In stock (8 available),history_32,http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/../../media/cache/43/f2/43f25e9633b587a4052b517cd7b3b4a9.jpg,0,44.48,44.48,44.48,Books,8,0.00,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92,Five
492,In stock (7 available),self-help_41,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/../../media/cache/73/7e/737e4921bc14d72245aad1f21d7a3eef.jpg,0,12.08,12.08,12.08,Books,7,0.00,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0,Three
493,In stock (7 available),default_15,http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/../../media/cache/31/58/3158b1c362c0d9646e1696d2ed6c1ae1.jpg,0,22.14,22.14,22.14,Books,7,0.00,Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144,Two
494,In stock (7 available),mystery_3,http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/../../media/cache/2c/68/2c6857eb1c10995c8b9e77a1804f68cd.jpg,0,25.37,25.37,25.37,Books,7,0.00,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,Five
495,In stock (7 available),spirituality_39,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/../../media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg,0,46.33,46.33,46.33,Books,7,0.00,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487,Two
496,In stock (7 available),travel_2,http://books.toscrape.com/catalogue/under-the-tuscan-sun_504/../../media/cache/45/21/4521c581ba727f5c835e34860cbf53e5.jpg,0,37.33,37.33,37.33,Books,7,0.00,Under the Tuscan Sun,a94350ee74deaa07,Three
497,In stock (7 available),humor_30,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/../../media/cache/26/1a/261a092ddd76981beb23a601edf0868b.jpg,0,25.55,25.55,25.55,Books,7,0.00,Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12,One
498,In stock (7 available),default_15,http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/../../media/cache/e3/b8/e3b8b5a65135abbd9bdbd7a98baa1077.jpg,0,34.72,34.72,34.72,Books,7,0.00,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a,One
499,In stock (7 available),childrens_11,http://books.toscrape.com/catalogue/the-whale_501/../../media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg,0,35.96,35.96,35.96,Books,7,0.00,The Whale,0ff9d10864db8364,Four
500,In stock (7 available),art_25,http://books.toscrape.com/catalogue/the-story-of-art_500/../../media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg,0,41.14,41.14,41.14,Books,7,0.00,The Story of Art,9147c5251cc99eb1,Four
501,In stock (7 available),science_22,http://books.toscrape.com/catalogue/the-origin-of-species_499/../../media/cache/d5/45/d54527d34174d5dd7eaeaaffdfcb3c5c.jpg,0,10.01,10.01,10.01,Books,7,0.00,The Origin of Species,0345872b14f9e774,Four
502,In stock (7 available),default_15,http://books.toscrape.com/catalogue/the-great-gatsby_498/../../media/cache/21/69/21697f1564ae6776ca9280b17455c1b6.jpg,0,36.05,36.05,36.05,Books,7,0.00,The Great Gatsby,a8dbf1c6b41b885a,Four
503,In stock (7 available),default_15,http://books.toscrape.com/catalogue/the-good-girl_497/../../media/cache/00/f2/00f23edcef10a5ece4e179f08271f19c.jpg,0,49.03,49.03,49.03,Books,7,0.00,The Good Girl,f935412970c9f58f,Three
504,In stock (7 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-glass-castle_496/../../media/cache/38/03/3803cd158a57e03763dc2200f81eba65.jpg,0,16.24,16.24,16.24,Books,7,0.00,The Glass Castle,47f4fd3e8e1dac05,One
505,In stock (7 available),biography_36,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/../../media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,0,39.55,39.55,39.55,Books,7,0.00,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442,One
506,In stock (7 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-drowning-girls_494/../../media/cache/8f/83/8f83b65ba6a734aa7f40675b74a17c21.jpg,0,35.67,35.67,35.67,Books,7,0.00,The Drowning Girls,7a10353c9c54cf7c,Three
507,In stock (7 available),historical-fiction_4,http://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/../../media/cache/ed/52/ed52651826bb23d853aead2753c9befc.jpg,0,16.62,16.62,16.62,Books,7,0.00,The Constant Princess (The Tudor Court #1),24933c712f0bca2f,Three
508,In stock (7 available),fiction_10,http://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/../../media/cache/fe/a4/fea443d174c2c9f0c7903f6c6a3ecc62.jpg,0,42.78,42.78,42.78,Books,7,0.00,The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73,Four
509,In stock (7 available),mystery_3,http://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/../../media/cache/38/a4/38a44ac4f642f4717d865c81ec594529.jpg,0,52.30,52.30,52.30,Books,7,0.00,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c,Five
510,In stock (7 available),art_25,http://books.toscrape.com/catalogue/the-art-book_490/../../media/cache/76/90/76904c101329aa50b6653f399318970b.jpg,0,32.34,32.34,32.34,Books,7,0.00,The Art Book,4b8fa561a1e52d1c,Two
511,In stock (7 available),default_15,http://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/../../media/cache/08/3a/083ad6c527d14b1621806d17ed6f13e9.jpg,0,33.17,33.17,33.17,Books,7,0.00,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69,Four
512,In stock (7 available),add-a-comment_18,http://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/../../media/cache/be/22/be229bc9bc4655c7cb2c906998d5ef2e.jpg,0,20.12,20.12,20.12,Books,7,0.00,Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793,Five
513,In stock (7 available),default_15,http://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/../../media/cache/6c/ea/6cea146ec9b4ee83061108782aef7d32.jpg,0,20.90,20.90,20.90,Books,7,0.00,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a,Two
514,In stock (7 available),romance_8,http://books.toscrape.com/catalogue/sit-stay-love_486/../../media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg,0,20.90,20.90,20.90,Books,7,0.00,"Sit, Stay, Love",bd087cf6a846db75,Three
515,In stock (7 available),fiction_10,http://books.toscrape.com/catalogue/sister-dear_485/../../media/cache/2a/0a/2a0a1543dd5f3edc407ab9989f29e992.jpg,0,40.20,40.20,40.20,Books,7,0.00,Sister Dear,7ffebdd1d5148aef,Four
516,In stock (7 available),childrens_11,http://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/../../media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,0,52.87,52.87,52.87,Books,7,0.00,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e,Three
517,In stock (7 available),business_35,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/../../media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg,0,51.74,51.74,51.74,Books,7,0.00,"Rich Dad, Poor Dad",8486f61aa81a3daa,One
518,In stock (7 available),childrens_11,http://books.toscrape.com/catalogue/raymie-nightingale_482/../../media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,0,34.41,34.41,34.41,Books,7,0.00,Raymie Nightingale,31c56c4d0fe19340,Two
519,In stock (7 available),childrens_11,http://books.toscrape.com/catalogue/playing-from-the-heart_481/../../media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,0,32.38,32.38,32.38,Books,7,0.00,Playing from the Heart,68008abf6409dfde,One
520,In stock (7 available),young-adult_21,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/../../media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg,0,50.35,50.35,50.35,Books,7,0.00,Nightstruck: A Novel,746029796363aa51,Four
521,In stock (7 available),food-and-drink_33,http://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/../../media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg,0,11.38,11.38,11.38,Books,7,0.00,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836,Five
522,In stock (7 available),womens-fiction_9,http://books.toscrape.com/catalogue/meternity_478/../../media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg,0,43.58,43.58,43.58,Books,7,0.00,Meternity,725cd8d23d78cdca,Three
523,In stock (7 available),fiction_10,http://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/../../media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg,0,49.67,49.67,49.67,Books,7,0.00,Memoirs of a Geisha,dac4b5847454fd9b,Three
524,In stock (7 available),christian-fiction_34,http://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/../../media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,0,28.77,28.77,28.77,Books,7,0.00,Like Never Before (Walker Family #2),b6670507e85b30e6,Two
525,In stock (7 available),default_15,http://books.toscrape.com/catalogue/life-of-pi_475/../../media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg,0,13.22,13.22,13.22,Books,7,0.00,Life of Pi,40cdcbb7692fd408,Four
526,In stock (7 available),poetry_23,http://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/../../media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,0,51.17,51.17,51.17,Books,7,0.00,Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69,Five
527,In stock (7 available),fantasy_19,http://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/../../media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,0,39.61,39.61,39.61,Books,7,0.00,King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d,Five
528,In stock (7 available),add-a-comment_18,http://books.toscrape.com/catalogue/john-adams_472/../../media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg,0,57.43,57.43,57.43,Books,7,0.00,John Adams,68407606544d6f22,Four
529,In stock (7 available),food-and-drink_33,http://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/../../media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg,0,46.01,46.01,46.01,Books,7,0.00,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8,Four
530,In stock (7 available),food-and-drink_33,http://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/../../media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg,0,28.25,28.25,28.25,Books,7,0.00,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78,Two
531,In stock (7 available),add-a-comment_18,http://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/../../media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg,0,37.05,37.05,37.05,Books,7,0.00,Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb,Five
532,In stock (7 available),sequential-art_5,http://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/../../media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg,0,19.57,19.57,19.57,Books,7,0.00,"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517,One
533,In stock (7 available),nonfiction_13,http://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/../../media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg,0,45.13,45.13,45.13,Books,7,0.00,For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45,Three
534,In stock (7 available),nonfiction_13,http://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/../../media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg,0,46.64,46.64,46.64,Books,7,0.00,Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac,Two
535,In stock (7 available),fantasy_19,http://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/../../media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg,0,12.16,12.16,12.16,Books,7,0.00,Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca,Five
536,In stock (7 available),mystery_3,http://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/../../media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg,0,20.89,20.89,20.89,Books,7,0.00,Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da,Four
537,In stock (7 available),christian-fiction_34,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/../../media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,0,17.97,17.97,17.97,Books,7,0.00,Counted With the Stars (Out from Egypt #1),4807043b8218e9ce,Five
538,In stock (7 available),music_14,http://books.toscrape.com/catalogue/chronicles-vol-1_462/../../media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,0,52.60,52.60,52.60,Books,7,0.00,"Chronicles, Vol. 1",4781b6bfd6f7a2c5,Two
539,In stock (7 available),christian_43,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/../../media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg,0,25.77,25.77,25.77,Books,7,0.00,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d,One
540,In stock (7 available),biography_36,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/../../media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,0,48.19,48.19,48.19,Books,7,0.00,Benjamin Franklin: An American Life,5b546a46a86a9d8c,Three
541,In stock (7 available),philosophy_7,http://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/../../media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,0,29.93,29.93,29.93,Books,7,0.00,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6,Five
542,In stock (7 available),travel_2,http://books.toscrape.com/catalogue/a-summer-in-europe_458/../../media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg,0,44.34,44.34,44.34,Books,7,0.00,A Summer In Europe,cc1936a9f4e93477,Two
543,In stock (7 available),history_32,http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/../../media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg,0,52.40,52.40,52.40,Books,7,0.00,A Short History of Nearly Everything,6c7fa6844380f50a,Five
544,In stock (7 available),fantasy_19,http://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/../../media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg,0,44.81,44.81,44.81,Books,7,0.00,A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979,Four
545,In stock (6 available),default_15,http://books.toscrape.com/catalogue/the-sound-of-love_455/../../media/cache/90/df/90dfdcadfcff9cd39f6f933ac11c9241.jpg,0,57.84,57.84,57.84,Books,6,0.00,The Sound Of Love,5ba3d703d1ae0c1d,Five
546,In stock (6 available),history_32,http://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/../../media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg,0,39.67,39.67,39.67,Books,6,0.00,The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47,Two
547,In stock (6 available),default_15,http://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/../../media/cache/28/21/28219255776fb162c82ebac3cdddcf90.jpg,0,55.02,55.02,55.02,Books,6,0.00,The Perks of Being a Wallflower,fd364afd082f5446,Three
548,In stock (6 available),mystery_3,http://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/../../media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg,0,24.80,24.80,24.80,Books,6,0.00,The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a,Four
549,In stock (6 available),nonfiction_13,http://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/../../media/cache/d7/58/d758851b2790471b1de776f49a997157.jpg,0,59.45,59.45,59.45,Books,6,0.00,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083,Four
550,In stock (6 available),default_15,http://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/../../media/cache/2f/b6/2fb66b628ee51169b91cdfce8b68d929.jpg,0,31.58,31.58,31.58,Books,6,0.00,The Makings of a Fatherless Child,2efa5a839e62b1bd,Two
551,In stock (6 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-joy-of-cooking_449/../../media/cache/2c/81/2c8137d1d0a3ebb2f74d7abf45916606.jpg,0,43.27,43.27,43.27,Books,6,0.00,The Joy of Cooking,d326e189b1210916,Four
